10: (18,11),(23,25),(9,29),(19,15),(27,21),(7,18),(27,16),(28,25),(11,17),(4,4),(14,18),(26,24),(23,31),(20,6),(27,18),(4,5),(12,14),(17,28),(22,3),(21,11),(13,14),(10,7),(10,17),(23,6),(21,25),(20,30),(10,13),(25,14),(22,23),(14,9)
11: (18,12),(22,25),(10,29),(20,15),(27,20),(7,17),(27,15),(28,25),(11,17),(4,3),(14,19),(25,24),(23,31),(20,7),(26,18),(4,6),(11,14),(17,28),(23,3),(21,11),(13,13),(10,7),(10,18),(22,6),(21,24),(19,30),(11,13),(25,14),(22,23),(14,10)
12: (18,13),(22,24),(10,28),(21,15),(27,19),(7,16),(27,14),(28,25),(11,17),(3,3),(14,20),(25,23),(23,31),(19,7),(26,17),(4,7),(11,15),(17,28),(24,3),(21,11),(13,12),(10,7),(10,19),(21,6),(20,24),(19,29),(11,14),(25,14),(22,23),(14,11)
13: (18,14),(22,24),(11,28),(22,15),(27,18),(7,15),(28,14),(28,25),(11,17),(3,2),(14,21),(25,22),(23,31),(18,7),(26,16),(4,8),(10,15),(17,28),(24,3),(21,11),(13,11),(10,7),(10,19),(20,6),(19,24),(19,28),(12,14),(25,14),(22,23),(14,12)
14: (19,14),(22,24),(12,28),(23,15),(27,17),(7,14),(28,13),(28,25),(11,17),(3,1),(13,21),(25,21),(23,31),(17,7),(26,15),(4,9),(10,16),(17,28),(24,3),(21,11),(14,11),(10,7),(10,19),(20,7),(19,25),(18,28),(13,14),(25,14),(22,23),(13,12)
15: (20,14),(22,24),(13,28),(24,15),(27,16),(7,13),(28,12),(28,25),(11,17),(3,0),(13,22),(25,20),(23,31),(16,7),(26,14),(3,9),(10,17),(17,28),(24,3),(21,11),(15,11),(10,7),(10,19),(19,7),(19,25),(18,27),(13,15),(25,14),(22,23),(13,13)
16: (20,15),(22,24),(14,28),(25,15),(27,15),(8,13),(28,12),(28,25),(11,17),(3,0),(13,23),(24,20),(23,31),(15,7),(26,13),(3,10),(10,18),(17,28),(24,3),(21,11),(16,11),(10,7),(10,19),(18,7),(19,25),(17,27),(14,15),(25,14),(22,23),(13,14)
17: (20,16),(22,24),(15,28),(26,15),(27,14),(8,12),(28,12),(28,25),(11,17),(3,0),(13,24),(23,20),(23,31),(14,7),(26,12),(3,11),(9,18),(17,28),(24,3),(21,11),(17,11),(10,7),(10,19),(17,7),(19,25),(16,27),(14,16),(25,14),(22,23),(13,15)
18: (20,17),(22,24),(16,28),(27,15),(27,13),(9,12),(28,12),(28,25),(11,17),(3,0),(14,24),(22,20),(23,31),(13,7),(26,11),(3,12),(8,18),(17,28),(24,3),(21,11),(18,11),(10,7),(10,19),(16,7),(19,25),(15,27),(14,17),(25,14),(22,23),(13,16)
19: (20,18),(22,24),(16,27),(27,16),(27,12),(9,11),(28,12),(28,25),(11,17),(3,0),(14,25),(21,20),(23,31),(12,7),(25,11),(3,13),(8,18),(17,28),(24,3),(21,11),(19,11),(10,7),(10,19),(16,8),(19,25),(14,27),(14,18),(25,14),(22,23),(13,17)
20: (20,19),(22,24),(17,27),(28,16),(27,11),(9,10),(28,12),(28,25),(11,17),(3,0),(14,26),(21,19),(23,31),(11,7),(25,10),(3,14),(8,18),(17,28),(24,3),(21,11),(20,11),(10,7),(10,19),(16,9),(19,25),(14,28),(14,19),(25,14),(22,23),(12,17)
21: (20,20),(22,24),(18,27),(28,16),(27,10),(9,9),(28,12),(28,25),(11,17),(3,0),(14,27),(20,19),(23,31),(11,8),(25,9),(3,15),(8,18),(17,28),(24,3),(21,11),(20,10),(10,7),(10,19),(15,9),(19,25),(13,28),(14,20),(25,14),(22,23),(12,18)
22: (21,20),(22,24),(18,28),(28,16),(27,9),(9,8),(28,12),(28,25),(11,17),(3,0),(14,28),(20,18),(23,31),(10,8),(25,8),(2,15),(8,18),(17,28),(24,3),(21,11),(21,10),(10,7),(10,19),(15,10),(19,25),(13,29),(14,21),(25,14),(22,23),(12,19)
23: (22,20),(22,24),(19,28),(28,16),(26,9),(9,7),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(10,9),(25,7),(2,16),(8,18),(17,28),(24,3),(21,11),(22,10),(10,7),(10,19),(15,11),(19,25),(12,29),(15,21),(25,14),(22,23),(12,20)
24: (23,20),(22,24),(19,29),(28,16),(25,9),(9,6),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(10,10),(25,7),(2,17),(8,18),(17,28),(24,3),(21,11),(22,9),(10,7),(10,19),(14,11),(19,25),(11,29),(16,21),(25,14),(22,23),(12,21)
25: (24,20),(22,24),(19,30),(28,16),(24,9),(9,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(10,11),(25,7),(2,18),(8,18),(17,28),(24,3),(21,11),(23,9),(10,7),(10,19),(14,12),(19,25),(10,29),(17,21),(25,14),(22,23),(11,21)
26: (25,20),(22,24),(20,30),(28,16),(24,8),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(9,11),(25,7),(2,19),(8,18),(17,28),(24,3),(21,11),(24,9),(10,7),(10,19),(13,12),(19,25),(10,30),(18,21),(25,14),(22,23),(10,21)
27: (25,21),(22,24),(21,30),(28,16),(23,8),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(8,11),(25,7),(2,20),(8,18),(17,28),(24,3),(21,11),(25,9),(10,7),(10,19),(13,13),(19,25),(9,30),(18,20),(25,14),(22,23),(9,21)
28: (25,22),(22,24),(21,29),(28,16),(22,8),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(7,11),(25,7),(3,20),(8,18),(17,28),(24,3),(21,11),(26,9),(10,7),(10,19),(13,14),(19,25),(8,30),(19,20),(25,14),(22,23),(9,22)
29: (26,22),(22,24),(22,29),(28,16),(21,8),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(7,12),(25,7),(3,21),(8,18),(17,28),(24,3),(21,11),(27,9),(10,7),(10,19),(12,14),(19,25),(7,30),(20,20),(25,14),(22,23),(9,23)
30: (26,23),(22,24),(22,28),(28,16),(20,8),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(6,12),(25,7),(3,22),(8,18),(17,28),(24,3),(21,11),(28,9),(10,7),(10,19),(11,14),(19,25),(6,30),(21,20),(25,14),(22,23),(9,23)
31: (26,24),(22,24),(23,28),(28,16),(20,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(5,12),(25,7),(3,23),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(11,15),(19,25),(6,29),(22,20),(25,14),(22,23),(9,23)
32: (26,25),(22,24),(23,28),(28,16),(19,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(5,13),(25,7),(3,24),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(10,15),(19,25),(5,29),(23,20),(25,14),(22,23),(9,23)
33: (26,26),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(4,13),(25,7),(3,25),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(9,15),(19,25),(4,29),(23,19),(25,14),(22,23),(9,23)
34: (26,27),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(3,13),(25,7),(3,26),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(8,15),(19,25),(4,30),(23,19),(25,14),(22,23),(9,23)
35: (26,28),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(3,14),(25,7),(3,27),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(7,15),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
36: (26,29),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(3,15),(25,7),(3,28),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(7,16),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
37: (25,29),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(3,16),(25,7),(4,28),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(7,17),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
38: (24,29),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(3,17),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(7,18),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
39: (24,30),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(2,17),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(7,19),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
40: (24,31),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(2,18),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(7,20),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
41: (24,31),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(2,19),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(6,20),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
42: (24,31),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(2,20),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(6,21),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
43: (24,31),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(2,21),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(6,22),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
44: (24,31),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(2,22),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(6,23),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
45: (24,31),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(1,22),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(6,24),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
46: (24,31),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(1,23),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(6,25),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
47: (24,31),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(1,24),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(6,26),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
48: (24,31),(22,24),(23,28),(28,16),(18,7),(8,5),(28,12),(28,25),(11,17),(3,0),(14,28),(20,17),(23,31),(0,24),(25,7),(4,29),(8,18),(17,28),(24,3),(21,11),(28,8),(10,7),(10,19),(6,26),(19,25),(4,31),(23,19),(25,14),(22,23),(9,23)
