25:(20,24),(24,22),(30,19),(16,28),(9,24),(5,9),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(11,10),(7,25),(18,2),(18,8),(28,17),(3,24),(11,21),(9,23),(7,10),(19,10),(12,14),(25,19),(29,10),(21,17),(14,25),(23,22),(21,11)
26:(20,25),(24,22),(30,20),(16,28),(8,24),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(11,9),(7,25),(19,2),(18,8),(28,17),(3,24),(11,21),(9,24),(7,10),(19,10),(12,13),(25,19),(30,10),(21,18),(14,25),(23,22),(21,10)
27:(21,25),(24,22),(30,21),(16,28),(8,23),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(11,8),(7,25),(20,2),(18,8),(28,17),(3,24),(11,21),(9,25),(7,10),(19,10),(13,13),(25,19),(30,9),(20,18),(14,25),(23,22),(21,9)
28:(22,25),(24,22),(29,21),(16,28),(8,22),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(11,7),(7,25),(20,3),(18,8),(28,17),(3,24),(11,21),(9,26),(7,10),(19,10),(14,13),(25,19),(30,8),(20,19),(14,25),(23,22),(22,9)
29:(22,26),(24,22),(29,22),(16,28),(8,21),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(12,7),(7,25),(21,3),(18,8),(28,17),(3,24),(11,21),(9,27),(7,10),(19,10),(14,12),(25,19),(30,7),(20,20),(14,25),(23,22),(23,9)
30:(23,26),(24,22),(28,22),(16,28),(8,20),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(12,6),(7,25),(22,3),(18,8),(28,17),(3,24),(11,21),(9,28),(7,10),(19,10),(14,11),(25,19),(30,6),(20,21),(14,25),(23,22),(23,9)
31:(24,26),(24,22),(28,23),(16,28),(7,20),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(12,5),(7,25),(23,3),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(15,11),(25,19),(29,6),(20,22),(14,25),(23,22),(23,9)
32:(25,26),(24,22),(28,23),(16,28),(7,19),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(13,5),(7,25),(24,3),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(15,10),(25,19),(29,5),(20,23),(14,25),(23,22),(23,9)
33:(26,26),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(13,4),(7,25),(25,3),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(15,9),(25,19),(29,4),(19,23),(14,25),(23,22),(23,9)
34:(27,26),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(13,3),(7,25),(26,3),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(15,8),(25,19),(30,4),(19,23),(14,25),(23,22),(23,9)
35:(28,26),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(14,3),(7,25),(27,3),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(15,7),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
36:(29,26),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(15,3),(7,25),(28,3),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(16,7),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
37:(29,25),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(16,3),(7,25),(28,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(17,7),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
38:(29,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(17,3),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(18,7),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
39:(30,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(17,2),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(19,7),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
40:(31,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(18,2),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(20,7),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
41:(31,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(19,2),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(20,6),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
42:(31,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(20,2),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(21,6),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
43:(31,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(21,2),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(22,6),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
44:(31,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(22,2),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(23,6),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
45:(31,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(22,1),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(24,6),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
46:(31,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(23,1),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(25,6),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
47:(31,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(24,1),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(26,6),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
48:(31,24),(24,22),(28,23),(16,28),(7,18),(5,8),(12,28),(25,28),(17,11),(0,3),(28,14),(17,20),(31,23),(24,0),(7,25),(29,4),(18,8),(28,17),(3,24),(11,21),(8,28),(7,10),(19,10),(26,6),(25,19),(31,4),(19,23),(14,25),(23,22),(23,9)
